timestamp,device_id,name,T_i,H_i,T_e,H_e,ble_sps_T,ble_sps_H,ble_tb2_T,ble_tb2_H,light,exhaust,circulation
1777428307.118277,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.94,64.2,19.93,63.22,20.41,64.32,19.75,63.4375,0,27,93
1777428307.118277,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.41,64.32,19.75,63.4375,49,60,28
1777428307.118277,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777428307.118277,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777428307.118277,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777428307.118206,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.94,64.2,19.93,63.22,20.41,64.32,19.75,63.4375,0,27,93
1777428307.118206,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.41,64.32,19.75,63.4375,49,60,28
1777428307.118206,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777428307.118206,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777428307.118206,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777428367.182782,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.97,64.23,19.96,63.22,20.22,64.11,19.75,63.4375,0,27,37
1777428367.182782,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.22,64.11,19.75,63.4375,49,60,52
1777428367.182782,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777428367.182782,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777428367.182782,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777428427.218931,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.97,64.18,19.96,63.24,20.16,64.19,19.75,63.4375,0,27,15
1777428427.218931,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.16,64.19,19.75,63.4375,50,60,70
1777428427.218931,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777428427.218931,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777428427.218931,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777428487.230668,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.96,64.17,19.94,63.16,20.09,64.14,19.75,63.375,0,27,39
1777428487.230668,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.22,64.14,19.75,63.375,50,60,60
1777428487.230668,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777428487.230668,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777428487.230668,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777428547.252009,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.97,64.14,19.97,63.12,20.28,64.07,19.75,63.375,0,27,82
1777428547.252009,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.28,64.07,19.75,63.375,50,60,34
1777428547.252009,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777428547.252009,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777428547.252009,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777428607.285779,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.96,64.15,19.96,63.16,19.97,64.06,19.75,63.375,0,27,99
1777428607.285779,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,19.97,64.06,19.75,63.375,50,60,24
1777428607.285779,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777428607.285779,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777428607.285779,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777428667.357095,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.97,64.14,19.97,63.15,20.22,64.12,19.75,63.375,0,27,64
1777428667.357095,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.22,64.12,19.75,63.4375,50,60,42
1777428667.357095,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777428667.357095,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777428667.357095,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777428727.456033,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.96,64.14,19.92,63.13,20.22,64.07,19.75,63.375,0,27,17
1777428727.456033,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.22,64.07,19.75,63.375,50,60,66
1777428727.456033,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777428727.456033,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777428727.456033,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777428787.5134668,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.98,64.12,19.96,63.14,20.23,64.03,19.75,63.375,0,27,19
1777428787.5134668,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.23,64.03,19.75,63.3125,51,60,67
1777428787.5134668,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777428787.5134668,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777428787.5134668,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777428847.561306,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.97,64.09,19.96,63.09,19.99,64.07,19.75,63.3125,0,27,54
1777428847.561306,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.22,64.07,19.75,63.375,51,60,44
1777428847.561306,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777428847.561306,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777428847.561306,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777428907.564768,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.96,64.12,19.94,63.07,20.22,64.1,19.75,63.375,0,27,98
1777428907.564768,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.22,64.12,19.75,63.375,51,60,24
1777428907.564768,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777428907.564768,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777428907.564768,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777428967.584797,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.96,64.09,19.93,63.14,20.22,63.93,19.75,63.375,0,27,75
1777428967.584797,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.22,63.93,19.75,63.375,51,60,32
1777428967.584797,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777428967.584797,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777428967.584797,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777429027.6703842,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.98,64.07,19.97,63.12,20.09,64.06,19.75,63.3125,0,27,39
1777429027.6703842,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.09,64.06,,,51,60,58
1777429027.6703842,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777429027.6703842,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777429027.6703842,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777429087.689218,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.97,64.02,19.94,63.06,20.22,64.06,19.75,63.3125,0,27,14
1777429087.689218,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.17,63.98,19.75,63.3125,51,60,70
1777429087.689218,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777429087.689218,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777429087.689218,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777429147.779689,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.96,64.07,19.92,63.09,20.24,64.06,19.75,63.3125,0,27,41
1777429147.779689,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.24,64.06,19.75,63.3125,52,60,55
1777429147.779689,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777429147.779689,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777429147.779689,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777429207.8389142,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.97,64.03,19.94,63.09,20.23,64.01,19.75,63.3125,0,27,95
1777429207.8389142,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.23,64.01,19.75,63.3125,52,60,30
1777429207.8389142,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777429207.8389142,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777429207.8389142,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777429267.862198,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.97,64.05,19.96,63.09,20.22,63.91,19.75,63.3125,0,27,96
1777429267.862198,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.22,63.91,19.75,63.3125,52,60,26
1777429267.862198,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777429267.862198,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777429267.862198,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777429327.8655128,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.96,64.02,19.94,63.04,20.22,63.99,19.75,63.3125,0,27,67
1777429327.8655128,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.22,63.99,19.75,63.3125,52,60,47
1777429327.8655128,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777429327.8655128,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777429327.8655128,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777429387.8670552,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.97,63.99,19.92,63.02,20.22,64.0,19.75,63.25,0,27,17
1777429387.8670552,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.22,64.0,19.75,63.3125,52,60,69
1777429387.8670552,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777429387.8670552,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777429387.8670552,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777429447.910869,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.93,64.0,19.93,63.01,20.19,63.94,19.75,63.25,0,27,33
1777429447.910869,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.19,63.94,19.75,63.25,52,60,64
1777429447.910869,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777429447.910869,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777429447.910869,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777429508.000105,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.93,63.99,19.94,63.03,20.28,64.05,19.75,63.25,0,27,72
1777429508.000105,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.28,64.05,19.75,63.25,53,60,38
1777429508.000105,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777429508.000105,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777429508.000105,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777429568.023786,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.96,63.98,19.93,63.03,20.22,63.96,19.75,63.25,0,27,98
1777429568.023786,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.28,63.96,19.75,63.25,53,60,24
1777429568.023786,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777429568.023786,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777429568.023786,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777429628.098193,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.94,63.98,19.92,63.01,20.28,63.89,19.75,63.1875,0,27,73
1777429628.098193,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.28,63.89,19.75,63.25,53,60,37
1777429628.098193,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777429628.098193,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777429628.098193,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777429688.1730711,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.93,63.92,19.94,63.0,20.16,63.94,19.75,63.25,0,27,36
1777429688.1730711,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.16,63.94,19.75,63.25,53,60,63
1777429688.1730711,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777429688.1730711,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777429688.1730711,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777429748.226455,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.96,63.95,19.94,62.99,20.22,63.88,19.75,63.25,0,27,15
1777429748.226455,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,20.22,63.88,19.75,63.25,53,60,69
1777429748.226455,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777429748.226455,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777429748.226455,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777429808.2687402,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.93,64.0,19.92,63.03,20.28,63.88,19.6875,63.1875,0,27,59
1777429808.2687402,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777429808.2687402,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777429808.2687402,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777429808.2687402,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777429868.3366668,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.94,63.92,19.92,62.97,20.19,63.9,19.75,63.1875,0,27,90
1777429868.3366668,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777429868.3366668,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777429868.3366668,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777429868.3366668,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777429928.3687081,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.96,63.91,19.97,62.92,20.22,63.91,19.75,63.1875,0,27,85
1777429928.3687081,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777429928.3687081,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777429928.3687081,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777429928.3687081,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777429988.374292,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.94,63.96,19.93,62.95,20.22,63.93,19.75,63.1875,0,27,48
1777429988.374292,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777429988.374292,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777429988.374292,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777429988.374292,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777430048.463425,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.91,63.92,19.92,62.98,20.24,63.87,19.75,63.1875,0,27,14
1777430048.463425,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777430048.463425,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777430048.463425,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777430048.463425,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777430108.562913,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.93,63.94,19.93,62.95,20.22,63.88,19.75,63.1875,0,27,34
1777430108.562913,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777430108.562913,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777430108.562913,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777430108.562913,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777432406.0226681,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,,,,,,,,,,,
1777432406.0226681,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777432406.0226681,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777432406.0226681,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777432406.0226681,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777432436.9882722,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.86,63.87,19.84,62.94,20.22,63.81,19.6875,63.0625,0,27,73
1777432436.9882722,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777432436.9882722,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777432436.9882722,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777432436.9882722,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777432436.988391,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.86,63.87,19.84,62.94,20.22,63.81,19.6875,63.0625,0,27,73
1777432436.988391,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777432436.988391,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777432436.988391,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777432436.988391,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777432701.9097269,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.86,63.87,19.82,62.96,20.12,63.6,19.6875,63.0625,0,27,65
1777432701.9097269,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777432701.9097269,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777432701.9097269,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777432701.9097269,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777432701.909643,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.86,63.87,19.82,62.96,20.12,63.6,19.6875,63.0625,0,27,65
1777432701.909643,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777432701.909643,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777432701.909643,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777432701.909643,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777432761.9238,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.9,63.75,19.87,62.79,20.09,63.67,19.625,63.0,0,27,15
1777432761.9238,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777432761.9238,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777432761.9238,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777432761.9238,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777432822.001204,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.89,63.74,19.89,62.74,20.22,63.74,19.625,63.0625,0,27,24
1777432822.001204,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777432822.001204,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777432822.001204,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777432822.001204,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777432882.049381,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.89,63.74,19.89,62.79,20.16,63.64,19.6875,63.0,0,27,80
1777432882.049381,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777432882.049381,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777432882.049381,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777432882.049381,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777432942.062708,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.89,63.69,19.87,62.75,20.09,63.63,19.6875,63.0,0,27,99
1777432942.062708,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777432942.062708,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777432942.062708,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777432942.062708,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777433002.070415,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.9,63.69,19.89,62.78,20.02,63.62,19.6875,63.0625,0,27,80
1777433002.070415,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777433002.070415,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777433002.070415,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777433002.070415,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777433062.131596,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.9,63.67,19.87,62.73,20.09,63.6,19.6875,63.0,0,27,22
1777433062.131596,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777433062.131596,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777433062.131596,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777433062.131596,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777433122.1619961,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.9,63.67,19.9,62.67,19.97,63.65,19.625,63.0,0,27,16
1777433122.1619961,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777433122.1619961,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777433122.1619961,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777433122.1619961,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777433182.220909,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,19.9,63.65,19.89,62.74,20.22,63.54,19.625,63.0,0,27,46
1777433182.220909,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777433182.220909,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
